id,name,aliases,latitude,longitude,category_id,category_de,group_id,fame_id,region,description,note,access,quality,quality_label,source,research,photo_page,photo_author,photo_license,photo_license_url,merged_records
795,Hattehulene,Hattehulene – Fredrikstad,59.26421,10.978533,geology,Geologie und Fels,nature,local_tip,Østfold,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/308230811,https://ut.no/,,,,,2
796,MILORG Våpenlager fra 2.verdenskrig,MILORG Våpenlager fra 2.verdenskrig – Fredrikstad,59.208449,10.870484,geology,Geologie und Fels,nature,local_tip,Østfold,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/737547605,https://ut.no/,,,,,2
797,Rottenikkens hule,Rottenikkens hule – Sandefjord,59.162509,10.235337,geology,Geologie und Fels,nature,local_tip,Vestfold,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/11165632296,https://ut.no/,,,,,2
798,Bjødnahiet,Bjødnahiet – Voss,60.647521,6.817238,geology,Geologie und Fels,nature,local_tip,Vestland,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/7427432733,https://ut.no/,,,,,2
799,Bjørnehulen,,59.121138,11.227772,geology,Geologie und Fels,nature,local_tip,Østfold,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/7425130722,https://ut.no/,,,,,1
800,Smiehålå,,59.015697,6.289249,geology,Geologie und Fels,nature,local_tip,Rogaland,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/7255876976,https://ut.no/,,,,,1
801,Røverhula,,59.450563,10.447862,geology,Geologie und Fels,nature,local_tip,Vestfold,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/6415017407,https://ut.no/,,,,,1
802,Helleramshula,,60.121496,10.414507,geology,Geologie und Fels,nature,local_tip,Buskerud,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/2090406984,https://ut.no/,,,,,1
803,Fleske-Lars' sommerhule,,60.134234,10.498637,geology,Geologie und Fels,nature,local_tip,Buskerud,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/2291810229,https://ut.no/,,,,,1
804,Tjuvenborghula,,60.329207,9.978655,geology,Geologie und Fels,nature,local_tip,Buskerud,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/3058670582,https://ut.no/,,,,,1
805,Milorghula – Lørenskog,,59.921463,11.024834,geology,Geologie und Fels,nature,local_tip,Akershus,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/1730361486,https://ut.no/,,,,,1
806,Nilsehula,,59.863982,10.925602,geology,Geologie und Fels,nature,local_tip,Süd-/Mittelnorwegen,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/11044689860,https://ut.no/,,,,,1
807,Gålo i Gullberg,,59.77238,5.513597,geology,Geologie und Fels,nature,local_tip,Vestland,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/7843985775,https://ut.no/,,,,,1
808,Dragens hule,,58.978169,9.330989,geology,Geologie und Fels,nature,local_tip,Telemark,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/8669455717,https://ut.no/,,,,,1
809,Lågåsmyrhelleren,,58.831159,9.335728,geology,Geologie und Fels,nature,local_tip,Telemark,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/1443842758,https://ut.no/,,,,,1
810,Hestneshola,,63.589908,8.596201,geology,Geologie und Fels,nature,local_tip,Trøndelag,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/11046785322,https://ut.no/,,,,,1
811,Holet,,62.308563,6.345893,geology,Geologie und Fels,nature,local_tip,Møre og Romsdal,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",100,Gut dokumentiert,https://www.openstreetmap.org/node/12927928775,https://ut.no/,"https://commons.wikimedia.org/wiki/File:Nestegard,_Nesteg%C3%A5rd_i_Holet,_Buskerud_-_Riksantikvaren-T059_01_0092.jpg",Halvor Vreim,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,1
812,Hedlebergshidleren,,60.023338,5.868659,geology,Geologie und Fels,nature,local_tip,Vestland,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",100,Gut dokumentiert,https://www.openstreetmap.org/node/1250501486,https://ut.no/,https://commons.wikimedia.org/wiki/File:25930_Hedlebergshidleren_steinbrudd_fra_KMS.jpg,Roger Grimelid,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,1
813,Tjuvolahula,,61.114807,10.805059,geology,Geologie und Fels,nature,local_tip,Innlandet,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/13413122302,https://ut.no/,,,,,1
814,Veslegruva,,61.362733,9.645034,geology,Geologie und Fels,nature,local_tip,Innlandet,"Kartierter Höhleneingang, Heller oder historisches Felsversteck – spannende Ziele für Entdecker, oft mit lokalen Geschichten verbunden.","Der Pin ist keine Freigabe zum Betreten. Ohne lokale Information, Licht, Helm, Erfahrung und geeignete Ausrüstung nur den Außenbereich ansehen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/8932727053,https://ut.no/,,,,,1
815,Solbergfoss,Solbergfoss – Indre Østfold,59.637663,11.154423,dam,Staudamm und Wasseranlage,water,highlight,Østfold,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/relation/8248595,https://www.nasjonaleturistveger.no/,,,,,2
816,Zakkariasdammen,Zakkariasdammen – Fjord,62.201538,7.490242,dam,Staudamm und Wasseranlage,water,highlight,Møre og Romsdal,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/496186030,https://www.nasjonaleturistveger.no/,,,,,2
817,Ringedalsdammen,Ringedalsdammen – Ullensvang,60.128368,6.637565,dam,Staudamm und Wasseranlage,water,highlight,Vestland,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/relation/18816398,https://www.nasjonaleturistveger.no/,,,,,2
818,Elvåga dam,Elvåga dam – Oslo,59.888419,10.909531,dam,Staudamm und Wasseranlage,water,local_tip,Akershus,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1446911659,https://www.nasjonaleturistveger.no/,,,,,2
819,Breisjødammene,Breisjødammene – Oslo,59.97927,10.866069,dam,Staudamm und Wasseranlage,water,local_tip,Süd-/Mittelnorwegen,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/relation/4105689,https://www.nasjonaleturistveger.no/,,,,,2
820,Alunsjødammen,Alunsjødammen – Oslo,59.966364,10.859003,dam,Staudamm und Wasseranlage,water,local_tip,Süd-/Mittelnorwegen,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/70869529,https://www.nasjonaleturistveger.no/,,,,,2
821,Sandungsdammen,Sandungsdammen – Oslo,60.107948,10.662381,dam,Staudamm und Wasseranlage,water,local_tip,Süd-/Mittelnorwegen,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/121931957,https://www.nasjonaleturistveger.no/,,,,,2
822,Myrdammen,Myrdammen – Oslo,60.087115,10.677053,dam,Staudamm und Wasseranlage,water,local_tip,Süd-/Mittelnorwegen,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/223210738,https://www.nasjonaleturistveger.no/,,,,,2
823,Skådammen,Skådammen – Oslo,60.038624,10.553806,dam,Staudamm und Wasseranlage,water,local_tip,Süd-/Mittelnorwegen,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/222258206,https://www.nasjonaleturistveger.no/,,,,,2
824,Osdammen,Osdammen – Oslo,59.96504,10.623472,dam,Staudamm und Wasseranlage,water,local_tip,Akershus,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/81142140,https://www.nasjonaleturistveger.no/,,,,,2
825,Osen dam,Osen dam – Trondheim,63.399313,10.524226,dam,Staudamm und Wasseranlage,water,local_tip,Trøndelag,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/352950897,https://www.nasjonaleturistveger.no/,,,,,2
826,Baklidammen,Baklidammen – Trondheim,63.418477,10.324525,dam,Staudamm und Wasseranlage,water,local_tip,Trøndelag,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/283511759,https://www.nasjonaleturistveger.no/,,,,,2
827,Kobberdammen,Kobberdammen – Trondheim,63.422827,10.282064,dam,Staudamm und Wasseranlage,water,local_tip,Trøndelag,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/283509454,https://www.nasjonaleturistveger.no/,,,,,2
828,Holstdammen,,63.44102,10.289252,dam,Staudamm und Wasseranlage,water,local_tip,Trøndelag,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1508240914,https://www.nasjonaleturistveger.no/,,,,,1
829,Lykkjdammen,,63.447058,10.301722,dam,Staudamm und Wasseranlage,water,local_tip,Trøndelag,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/171276008,https://www.nasjonaleturistveger.no/,,,,,1
830,Nedrediket,,60.405817,5.347237,dam,Staudamm und Wasseranlage,water,local_tip,Vestland,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1494314680,https://www.nasjonaleturistveger.no/,,,,,1
831,Nyediket,,60.406943,5.350489,dam,Staudamm und Wasseranlage,water,local_tip,Vestland,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1494314678,https://www.nasjonaleturistveger.no/,,,,,1
832,Grotjønnstemmen,,58.155105,7.943572,dam,Staudamm und Wasseranlage,water,local_tip,Agder,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/428317191,https://www.nasjonaleturistveger.no/,,,,,1
833,Kloppavassteppinga,,62.808291,7.487239,dam,Staudamm und Wasseranlage,water,local_tip,Møre og Romsdal,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1427753140,https://www.nasjonaleturistveger.no/,,,,,1
834,Kleivdammen,,62.841956,8.115687,dam,Staudamm und Wasseranlage,water,local_tip,Møre og Romsdal,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1427897214,https://www.nasjonaleturistveger.no/,,,,,1
835,Flatsetdammen,,63.037884,7.776836,dam,Staudamm und Wasseranlage,water,local_tip,Møre og Romsdal,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/13875164219,https://www.nasjonaleturistveger.no/,,,,,1
836,Storåna,,59.14787,6.603537,dam,Staudamm und Wasseranlage,water,local_tip,Rogaland,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1312536038,https://www.nasjonaleturistveger.no/,,,,,1
837,Svarkedammen,,60.965544,10.34041,dam,Staudamm und Wasseranlage,water,local_tip,Innlandet,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1212279577,https://www.nasjonaleturistveger.no/,,,,,1
838,Flisflodammen,,60.997783,12.083466,dam,Staudamm und Wasseranlage,water,local_tip,Innlandet,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1201156079,https://www.nasjonaleturistveger.no/,,,,,1
839,Høgåsdammen,,59.905017,11.071208,dam,Staudamm und Wasseranlage,water,local_tip,Akershus,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/279947942,https://www.nasjonaleturistveger.no/,,,,,1
840,Klasdammen,,59.90196,11.082846,dam,Staudamm und Wasseranlage,water,local_tip,Akershus,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/2841291515,https://www.nasjonaleturistveger.no/,,,,,1
841,Skovholtdammen,,59.898275,11.083833,dam,Staudamm und Wasseranlage,water,local_tip,Akershus,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/node/2841291516,https://www.nasjonaleturistveger.no/,,,,,1
842,Tunsbergdals dam,,61.466886,7.180724,dam,Staudamm und Wasseranlage,water,local_tip,Vestland,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/264295032,https://www.nasjonaleturistveger.no/,,,,,1
843,Styggevassdammen,,61.763271,7.46537,dam,Staudamm und Wasseranlage,water,local_tip,Vestland,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/relation/12036605,https://www.nasjonaleturistveger.no/,,,,,1
844,Smådøla,,61.735063,8.924471,dam,Staudamm und Wasseranlage,water,local_tip,Innlandet,Staudamm oder historische Wasseranlage in landschaftlich interessanter Umgebung – oft ein ungewöhnlicher Straßen- oder Spazierstopp.,"Betriebsbereiche, Verbote und Geländer respektieren. Nicht auf gesperrte Bauwerke steigen.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/1167477233,https://www.nasjonaleturistveger.no/,,,,,1
845,Camera Obscura,,63.434444,10.406528,geology,Geologie und Fels,nature,local_tip,Trøndelag,Ungewöhnlicher Natur- oder Landschaftsort aus norwegischer Regionalrecherche – als Ergänzung zu den klassischen Highlights.,"Lokale Sperrungen, Schutzregeln und sicheren Zugang beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.",80,Gut dokumentiert,https://www.openstreetmap.org/way/342271449,https://www.visitnorway.no/,,,,,1
