Name,Breitengrad,Längengrad,Kategorie,Kartengruppe,Region,Bekanntheit,Warum empfehlenswert,Hinweis,Zugangscheck,Google Maps,Quelle,Recherchequelle,Datenquelle,Datenlizenz
Gloppedalsura,58.767476,6.278439,Naturphänomen & Entdeckerort,"Fels, Höhlen & Geologie",Rogaland,Lokaler Tipp / Geheimtipp,Ungewöhnlicher Natur- oder Landschaftsort aus norwegischer Regionalrecherche – als Ergänzung zu den klassischen Highlights.,"Lokale Sperrungen, Schutzregeln und sicheren Zugang beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.767476,6.278439",https://www.openstreetmap.org/node/4476037689,https://www.visitnorway.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Bruresteinen,59.254164,8.591626,Naturphänomen & Entdeckerort,"Fels, Höhlen & Geologie",Telemark,Lokaler Tipp / Geheimtipp,Ungewöhnlicher Natur- oder Landschaftsort aus norwegischer Regionalrecherche – als Ergänzung zu den klassischen Highlights.,"Lokale Sperrungen, Schutzregeln und sicheren Zugang beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.254164,8.591626",https://www.openstreetmap.org/node/416849905,https://www.visitnorway.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Klovsteinen,58.647651,6.743980,Naturphänomen & Entdeckerort,"Fels, Höhlen & Geologie",Agder,Lokaler Tipp / Geheimtipp,Ungewöhnlicher Natur- oder Landschaftsort aus norwegischer Regionalrecherche – als Ergänzung zu den klassischen Highlights.,"Lokale Sperrungen, Schutzregeln und sicheren Zugang beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.647651,6.743980",https://www.openstreetmap.org/node/12731510402,https://www.visitnorway.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Jettegrytene,58.949901,8.370783,Naturphänomen & Entdeckerort,"Fels, Höhlen & Geologie",Telemark,Lokaler Tipp / Geheimtipp,Ungewöhnlicher Natur- oder Landschaftsort aus norwegischer Regionalrecherche – als Ergänzung zu den klassischen Highlights.,"Lokale Sperrungen, Schutzregeln und sicheren Zugang beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.949901,8.370783",https://www.openstreetmap.org/node/1423587359,https://www.visitnorway.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Jettegryte – Skien,59.267896,9.535084,Naturphänomen & Entdeckerort,"Fels, Höhlen & Geologie",Telemark,Lokaler Tipp / Geheimtipp,Ungewöhnlicher Natur- oder Landschaftsort aus norwegischer Regionalrecherche – als Ergänzung zu den klassischen Highlights.,"Lokale Sperrungen, Schutzregeln und sicheren Zugang beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.267896,9.535084",https://www.openstreetmap.org/node/499697680,https://www.visitnorway.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Huk,59.894913,10.675499,"Strand, Bucht & Badeort",Küste & Inseln,Süd-/Mittelnorwegen,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.894913,10.675499",https://www.openstreetmap.org/way/32547162,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Fippeviga,58.065770,7.817866,"Strand, Bucht & Badeort",Küste & Inseln,Agder,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.065770,7.817866",https://www.openstreetmap.org/way/332155532,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Braneset,58.068715,7.817893,"Strand, Bucht & Badeort",Küste & Inseln,Agder,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.068715,7.817893",https://www.openstreetmap.org/way/332156748,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Saueviga,58.066960,7.817460,"Strand, Bucht & Badeort",Küste & Inseln,Agder,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.066960,7.817460",https://www.openstreetmap.org/way/332156749,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Farvannet badeplass,58.141393,7.859372,"Strand, Bucht & Badeort",Küste & Inseln,Agder,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.141393,7.859372",https://www.openstreetmap.org/way/1191276889,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Klaveness Stranden,59.881469,10.599110,"Strand, Bucht & Badeort",Küste & Inseln,Akershus,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.881469,10.599110",https://www.openstreetmap.org/way/1462136408,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vassløkka,59.135475,11.065226,"Strand, Bucht & Badeort",Küste & Inseln,Østfold,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.135475,11.065226",https://www.openstreetmap.org/way/68797303,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Samhold,59.282028,11.010427,"Strand, Bucht & Badeort",Küste & Inseln,Østfold,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.282028,11.010427",https://www.openstreetmap.org/way/363224435,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Humlekjærstranda,59.145745,11.036122,"Strand, Bucht & Badeort",Küste & Inseln,Østfold,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.145745,11.036122",https://www.openstreetmap.org/way/669928949,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Korset,59.156406,11.037069,"Strand, Bucht & Badeort",Küste & Inseln,Østfold,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.156406,11.037069",https://www.openstreetmap.org/way/669928951,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Storvika,63.471081,10.880923,"Strand, Bucht & Badeort",Küste & Inseln,Trøndelag,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=63.471081,10.880923",https://www.openstreetmap.org/relation/5171080,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kollevåg badestrand,60.451089,5.110322,"Strand, Bucht & Badeort",Küste & Inseln,Vestland,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=60.451089,5.110322",https://www.openstreetmap.org/way/162891833,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kollavågen,60.448071,5.116241,"Strand, Bucht & Badeort",Küste & Inseln,Vestland,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=60.448071,5.116241",https://www.openstreetmap.org/way/129856027,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vesletjern badeplass,59.934584,10.969511,"Strand, Bucht & Badeort",Küste & Inseln,Akershus,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.934584,10.969511",https://www.openstreetmap.org/way/337001696,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Raudøra,62.697655,9.397228,"Strand, Bucht & Badeort",Küste & Inseln,Trøndelag,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.697655,9.397228",https://www.openstreetmap.org/relation/7470895,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sponavikjo Strand,59.774565,5.515060,"Strand, Bucht & Badeort",Küste & Inseln,Vestland,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.774565,5.515060",https://www.openstreetmap.org/way/1006545645,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Aslaksvikjo,59.789993,5.522336,"Strand, Bucht & Badeort",Küste & Inseln,Vestland,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.789993,5.522336",https://www.openstreetmap.org/way/903573943,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Reksafjæra,63.644803,9.172565,"Strand, Bucht & Badeort",Küste & Inseln,Trøndelag,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=63.644803,9.172565",https://www.openstreetmap.org/way/1189879922,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Alværnbukta,59.821201,10.621485,"Strand, Bucht & Badeort",Küste & Inseln,Akershus,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.821201,10.621485",https://www.openstreetmap.org/way/177999822,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sørstrand,59.802182,10.609268,"Strand, Bucht & Badeort",Küste & Inseln,Akershus,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.802182,10.609268",https://www.openstreetmap.org/way/1195585912,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Midtsandtangen friluftsområde,63.433493,10.727046,"Strand, Bucht & Badeort",Küste & Inseln,Trøndelag,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=63.433493,10.727046",https://www.openstreetmap.org/relation/5257444,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Tjeldeneset,62.310135,5.836485,"Strand, Bucht & Badeort",Küste & Inseln,Møre og Romsdal,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.310135,5.836485",https://www.openstreetmap.org/node/10725656280,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Storsanden,62.856136,7.937246,"Strand, Bucht & Badeort",Küste & Inseln,Møre og Romsdal,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.856136,7.937246",https://www.openstreetmap.org/node/5765448621,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Horremstranda,62.797975,6.843744,"Strand, Bucht & Badeort",Küste & Inseln,Møre og Romsdal,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.797975,6.843744",https://www.openstreetmap.org/way/496654238,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Lausundsanden,62.602071,6.200083,"Strand, Bucht & Badeort",Küste & Inseln,Møre og Romsdal,Lokaler Tipp / Geheimtipp,"Weiterer Strand, Uferplatz oder kleine Bucht – gut für spontane Pausen, Küstenspaziergänge und sommerliche Badestopps.","Strömung, Gezeiten, Wassertemperatur, Parkregeln und Privatgrund beachten.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.602071,6.200083",https://www.openstreetmap.org/way/1018342249,https://trondelag.com/badeplasser-i-trondelag/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Havsyn,58.207440,8.165488,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Agder,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.207440,8.165488",https://www.openstreetmap.org/node/3640347018,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Merkestrengen,58.229570,8.160756,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Agder,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=58.229570,8.160756",https://www.openstreetmap.org/node/12041920075,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Bustingen,59.320211,10.124664,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Vestfold,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=59.320211,10.124664",https://www.openstreetmap.org/node/868968086,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Holtvollen,63.435493,11.079686,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Trøndelag,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=63.435493,11.079686",https://www.openstreetmap.org/node/759725297,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vollshaugen,63.473879,11.011379,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Trøndelag,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=63.473879,11.011379",https://www.openstreetmap.org/node/11076701245,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Svulluskaret,63.384292,10.909692,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Trøndelag,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=63.384292,10.909692",https://www.openstreetmap.org/node/715000130,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Bruraskaret,62.482373,7.721816,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Møre og Romsdal,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.482373,7.721816",https://www.openstreetmap.org/node/9300053533,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Trollstigen og Stigfossen,62.456951,7.674098,Aussichtspunkt – weitere Entdeckung,Aussicht & Naturphänomene,Møre og Romsdal,Lokaler Tipp / Geheimtipp,"Zusätzlicher Aussichtspunkt, der sich als kurzer Stopp oder Ziel einer lokalen Wanderung eignet.","Pin bezeichnet den Aussichtspunkt, nicht zwingend Parkplatz oder sicheren Wanderweg.","Zugangsklasse vor Ort mit UT.no, Norgeskart und Beschilderung prüfen.","https://www.google.com/maps/search/?api=1&query=62.456951,7.674098",https://www.openstreetmap.org/node/2956176271,https://ut.no/,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
